"words","term.freq","doc.freq"
"raʾsu[sheikh]aj",1,1
"sabaʾ[1]en",1,1
"rabilaya[rabilean]en",1,1
"hulalu[1]pn",1,1
"tību[arousal]v",1,1
"ganata[1]gn",1,1
"guzummanu[guzummanean]en",1,1
"kamādu[beat-cloth(?)]v",2,1
"asmatti[appropriate]aj",1,1
"saktu[silent]aj",2,1
"elēnītu[deceitful-words(?)]n",1,1
"šūṣû[outcome]n",1,1
"hasinu[1]pn",1,1
"ya-šumu[1]pn",1,1
"mâzu[refuse]v",1,1
"pīqu[narrow]aj",1,1
"imra[1]pn",1,1
"liblibbu[descendant]n",1,1
"ešertu[chapel]n",1,1
"enēnu[punish]v",1,1
"nazmātu[troubles]n",1,1
"waqru[rare]aj",1,1
"lemuttu[evil]n",1,1
"padû[spare]v",1,1
"ehrinnu[neck-stock(?)]n",1,1
"tuktû[requital]n",1,1
"būštu[shame]n",1,1
"harābu[be(come)-deserted]v",1,1
"edēšu[be(come)-new]v",1,1
"aqar-nabu[1]pn",1,1
"lamutānu[slave]n",1,1
"gibillu[touch-wood]n",1,1
"eršu[demanded]aj",1,1
"ratānu[whisper]v",1,1
"tuššu[insolence]n",1,1
"ginâ[constantly]av",1,1
"šaqû[give-to-drink]v",1,1
"bit-parasi-ili[1]gn",1,1
"nazāru[revile]v",1,1
"ernittu[triumph]n",1,1
"gašru[very-strong]aj",1,1
"gitmālu[perfect(?)]aj",1,1
"nīšu[lifting]n",1,1
"beltiya[1]dn",2,1
"zaqpu[erected]v",1,1
"ša-uzni[ear-man]n",1,1
"tazzimtu[complaint]n",1,1
"zību[food-offering]n",1,1
"kizalāqu[treasure]n",1,1
"pihzu[insolence]n",1,1
"kukkallu[fat-tailed-sheep]n",1,1
"sin-ibni[1]pn",1,1
"paʾlu[work]n",1,1
"šasanaku[1]gn",1,1
"martu[gall-bladder]n",1,1
"harmu[enclosed-in-envelope]aj",1,1
"ilu-ipuš[1]pn",1,1
"eklu[dark]aj",1,1
"sippu[(door‑)jamb]n",1,1
"kalakku[excavation]n",1,1
"nidûtu[abandonment]n",1,1
"dalāqu[burn]v",1,1
"arad-ea[1]pn",1,1
"marduk-ahu-eriba[1]pn",1,1
"asuppu[out-building]n",1,1
"gupāru[neck]n",1,1
"patinnu[sash]n",1,1
"šabhanu[1]gn",1,1
"epēru[feed]v",1,1
"šabhanu[šabhanean]en",1,1
"nāṣiru[guard]n",1,1
"maraduwa[maradean]en",1,1
"šūlû[garrison-troops]n",1,1
"arka[afterwards]av",1,1
"hamâtu[help]n",1,1
"imba[1]gn",1,1
"našparu[messenger]n",1,1
"menuh[exclusive]aj",1,1
"ša-iṣṣur-adad[1]gn",1,1
"elēṣu[swell]v",1,1
"hamšīšu[five-times]av",1,1
"šeššīšu[six-times]av",1,1
"maṣṣarūtu[safekeeping]n",1,1
"hādâtānû[joyful]av",1,1
"hamurraya[1]en",1,1
"gagû[cloister]n",1,1
"râmu[one-who-loves]n",1,1
"naṣṣabu[drain-pipe]n",1,1
"yadaqquaya[1]en",1,1
"rihiquaya[1]en",1,1
"sūnu[(a-cloth)]n",2,1
"hamuru[1]gn",1,1
"uṣṣāru[storehouse]n",2,1
"šumattu[1]pn",1,1
"muštablakkitu[rebellious]aj",1,1
"asdudu[ashdod]gn",1,1
"kadî[according-to]prp",1,1
"pāhu[breathing]aj",1,1
"dāʾipu[one-who-knocks]n",1,1
"tāmtimuwa[of-the-sea]aj",1,1
"šešgallu[big-brother]n",1,1
"dāʾikānu[murderer]n",2,1
"rasitu[1]gn",1,1
"ittī[on-top-of-that]av",1,1
"urrupu[clouded]aj",1,1
"haʾir[1]pn",1,1
"patānu[become-strong]v",1,1
"āliku[going]n",1,1
"hiʾālu[army]n",1,1
"tabnea[1]pn",1,1
"rubātu[princess]n",1,1
"aya-mahir[1]pn",1,1
"ahāru[be(come)-behind]v",1,1
"sebîšu[seven-times]av",1,1
"sumaktar[half-bred]aj",1,1
"tāpalu[pair-(of-objects)]n",2,1
"ramû[slack]v",1,1
"baqāmu[pluck]v",1,1
"litamu[1]gn",1,1
"pahāzu[(meaning-unclear)]v",1,1
"tamgitu[1]pn",1,1
"kuttia[1]pn",1,1
"garbānu[leprous]aj",1,1
"naṭû[suitable]aj",1,1
"huṭṭû[spoiled]aj",1,1
"ēdūtu[isolation]n",1,1
"kâdu[watch]v",1,1
"šēṭūtu[scorn]n",1,1
"dakkuru[1]gn",1,1
"dulbānūtu[passageway]n",1,1
"zitta[1]pn",1,1
"lukānu[(meaning-unknown)]av",1,1
"qūlu[silence]n",1,1
"sīsu[(meaning-uncertain)]n",1,1
"lulla-bel[1]pn",4,1
"hūlu[(meaning-uncertain)]n",1,1
"bit-deraya[1]gn",1,1
"sekēru[shut-off]v",1,1
"šalāššatti[two-years-ago]av",1,1
"šūṣû[brought-out]aj",1,1
"urhulaya[1]en",1,1
"šabsu[angry]aj",1,1
"ūʾa[woe!]n",1,1
"šahilu[(a-garment)]n",1,1
"muṣiptu[(a-garment)]n",1,1
"karkītu[threaded-work]n",1,1
"tukriš[1]gn",1,1
"aššur[assyria]gn",1,1
"šebēru[break]v",1,1
"šaplītu[lower-part]n",1,1
"dāru[era]n",1,1
"našbaṭu[trimmed-palm-frond]n",1,1
"haṣābu[break-off]v",1,1
"mīru[breeding-bull]n",1,1
"ṣūhu[laugh]n",1,1
"rubbû[increase]v",1,1
"muštēšaru[one-who-secures-justice]n",1,1
"bit-uqata[1]gn",1,1
"ilu-bani[1]pn",1,1
"amel-enlil[1]pn",1,1
"il-palṭi[1]pn",1,1
"annāka[here]av",1,1
"lāma[before]prp",1,1
"akkadu[akkadian]en",1,1
"abani[1]wn",1,1
"hadû[cut-off]v",1,1
"uraya[from-ur]en",1,1
"arrabatu[1]pn",3,1
"qallatu[1]pn",1,1
"binitu[1]pn",1,1
"tuʾatu[1]pn",1,1
"hulutti[1]pn",1,1
"lu-haʾil[1]pn",1,1
"namirtu[1]pn",2,1
"eriš[1]pn",2,1
"i-maʾin[1]pn",1,1
"belaya[1]pn",1,1
"hubuttu[interest-free-loan]n",1,1
"qatannu[1]gn",1,1
"sagib-il[1]pn",1,1
"bit-reʾi[1]gn",1,1
"ṣalamu[1]pn",1,1
"damkina[1]dn",1,1
"šeršeri[1]dn",1,1
"laguda[1]dn",1,1
"tāmti[sea]n",1,1
"bēt-marduk[1]tn",1,1
"kudurru[boundary]n",1,1
"hindaru[1]gn",1,1
"erešu[1]pn",1,1
"mimmû[all]xp",1,1
"bel-išdiya-kini[1]pn",1,1
"pelû[egg]n",1,1
"lurmu[ostrich]n",1,1
"kinna[1]pn",1,1
"kâšu[to-you]ip",1,1
"kali[1]pn",1,1
"adgi-hiʾil[1]pn",1,1
"naqqia[1]pn",1,1
"bel-lišir[1]pn",1,1
"zaban[1]pn",1,1
"adgi-hinna[1]pn",1,1
"abi-yadiʾ[1]pn",1,1
"zeruti[1]pn",1,1
"ahi-bi-gayanu[1]pn",1,1
"šamaʾunu[1]gn",1,1
"subbusu[gathered-together]aj",1,1
"biri-[between]prp",1,1
"mullû[filling-(up)]n",1,1
"šiknu[act-of-putting]n",1,1
"makûtu[destitution?]n",1,1
"indabiya[1]pn",1,1
"maškanūtu[state-of-pledge]n",1,1
"igigallu[wisdom]n",1,1
"qaiš-šumati[1]gn",1,1
"sarrūtu[dishonesty]n",1,1
"balaṭsu[1]pn",1,1
"kiburti[1]pn",1,1
"šamru[furious]aj",1,1
"arrūtu[role-as-decoy]av",1,1
"yaʾabi-il[1]pn",1,1
"madunu[1]pn",1,1
"ummaniša[1]pn",1,1
"aya-saggi[1]pn",2,1
"immaštašu[1]pn",1,1
"hamu[1]gn",2,1
"belû[be(come)-extinguished]v",1,1
"zīmu[face]n",1,1
"nabu-ili[1]pn",1,1
"ṣurriya[tyrian]en",2,1
"mīsu[washing]n",1,1
"tārû[(child)-minder]n",1,1
"ša-šarri[man-of-the-king]n",1,1
"kapar[1]gn",1,1
"šeṭû[spread-out]v",1,1
"ullubaya[1]pn",1,1
"sinnaya[sinnean]en",1,1
"magal[very-(much)]av",1,1
"luhayati[1]en",1,1
"yašubaya[1]en",1,1
"irreʾa[1]gn",1,1
"kapāpu[curve]v",1,1
"minu[what?]qp",1,1
"ṣalālu[lie-(down)]v",1,1
"qablītu[centre]n",1,1
"mūdatti[knowingly]av",1,1
"tumânu[(a-linen-cloth)]n",1,1
"qutāru[incense]n",1,1
"iṣṣurtu[female-bird]n",1,1
"puhru[gathered]aj",1,1
"kaṣâtu[early-morning]av",1,1
"redi-ilu[1]pn",1,1
"bel-leʾani[1]pn",1,1
"sasinnu[bowyer]n",1,1
"dur-ladinni[1]gn",1,1
"bab-marrat[1]gn",1,1
"bit-zabidi[1]gn",1,1
"tarû[lift-up]v",1,1
"pahhāru[potter]n",2,1
"utūnu[kiln]n",1,1
"nabāhu[bark]v",1,1
"haṭû[defective]aj",1,1
"mutu[husband]n",1,1
"kaṣû[cold]aj",1,1
"pašru[released]aj",1,1
"mazzāz-pāni[courtier]n",1,1
"ṣapūnu[north]n",1,1
"sapnu[(meaning-unknown)]n",1,1
"gumusanu[1]gn",2,1
"mannaya[mannean(s)]en",1,1
"ilu-pi-uṣur[1]pn",1,1
"mar-biti-ibni[1]pn",1,1
"šiyu[1]pn",1,1
"šulmu-beli-lušme[1]pn",1,1
"aia-ṣar[1]pn",1,1
"hasīsu[ear]n",1,1
"takpu[(a-carrying-basket)]n",1,1
"anunitu[1]dn",1,1
"emeslam[temple-of-nergal-in-cutha]tn",1,1
"bidru[(meaning-unknown)]n",1,1
"sirdû[shaft]n",1,1
"belet-nina[1]dn",1,1
"marat-biti[1]dn",1,1
"bel-ahhe-eriba[1]pn",1,1
"reʾindu[1]pn",1,1
"naʾid-ilu[1]pn",1,1
"nurea[1]pn",1,1
"arqu[yellow]aj",1,1
"amat-bel-ukin[1]pn",1,1
"zakru[named]aj",1,1
"napšuru[appeasement]n",1,1
"ikkibu[taboo]n",1,1
"kasāsu[chew]v",1,1
"aqāru[be(come)-rare]v",1,1
"apsû[(cosmic)-underground-water]n",1,1
"zikru[utterance]n",1,1
"hidûtu[joy]n",1,1
"qubû[lamentation]n",1,1
"zimru[song]n",1,1
"sāniqu[controller]n",1,1
"mithurtu[convergence]n",1,1
"tāwītu[response]n",1,1
"marduk-aplu-uṣur[1]pn",1,1
"kidinnû[protégé]n",1,1
"puqqudu[entrusted]aj",1,1
"buttuqu[cut-(off)]aj",1,1
"šalû[fling]v",1,1
"bel-kina[1]pn",1,1
"šamātu[mark-(with-sign-of-ownership)]v",1,1
"amurru-upahhir[1]pn",1,1
"zerutiya[1]pn",3,1
"bel-ahhe-marduk[1]pn",1,1
"ṣīru[exalted]aj",1,1
"bel-ittadin[1]pn",1,1
"hatānu[protect]v",1,1
"bit-hussanni[1]gn",1,1
"pitu[1]wn",1,1
"lagaštakkaš[(a-designation-of-horses)]n",1,1
"ummatu[main-body]n",1,1
"lugalmarada[1]dn",1,1
"šuṣbutu[provided]aj",1,1
"nenea[1]pn",1,1
"qebēru[bury]v",1,1
"nabu-damiq-ilani[1]pn",1,1
"bel-upaq[1]pn",1,1
"epadu[1]gn",1,1
"bit-šula[1]gn",1,1
"ihiru[1]pn",1,1
"ša-pi-bel[1]gn",1,1
"piriṣtu[falsity]n",1,1
"eṭru[taken-away]aj",1,1
"pithu[perforation]n",1,1
"šilihtu[(part-of-a-canal)]n",2,1
"ēṭiru[saviour]n",1,1
"naram-sin[1]pn",1,1
"aššur-bahianni[1]pn",1,1
"millu[(meaning-uncertain)]n",1,1
"artu[branches]n",1,1
"itti-marduk-balaṭu[1]pn",1,1
"harmašu[1]gn",1,1
"tilmun[1]gn",1,1
"eriba-marduk[1]pn",1,1
"zeru-ukin[1]pn",1,1
"labaši[1]pn",1,1
"šawirum[ring]n",1,1
"barhalzi[1]gn",1,1
"amu[raft]n",1,1
"lukānu[(meaning-unknown)]n",1,1
"humban-nikaš[1]pn",1,1
"teumman[1]pn",1,1
"ṣibit-qāti[manacles]n",1,1
"šabāsu[be(come)-angry]v",2,1
"salû[despised]aj",1,1
"īn-nūni[fish-eye-(stone)]n",1,1
"ša-muhhi-ālūtu[office-of-town-overseer]n",1,1
"nabu-uhašu[1]pn",1,1
"hummuṭu[quick]aj",1,1
"pānû[first]aj",1,1
"ulṣu[pleasure]n",1,1
"hidiātu[joy]n",1,1
"rīštu[rejoicing]n",1,1
"surmarrati[1]gn",1,1
"huṭṭû[destroyed]aj",1,1
"hahhuru[1]pn",2,1
"šelebu[1]pn",1,1
"lubulliṭ[1]pn",1,1
"umman-abba[1]pn",1,1
"šarra[1]pn",1,1
"nērtu[murder]n",1,1
"arda-mullissi[1]pn",5,1
"šuhattu[(a-cloth;-rag)]n",1,1
"arāmu[cover]v",1,1
"ṣuhru[1]pn",1,1
"salāʾu[leave-uninformed]v",1,1
"ṭab-ṣil-šarri[1]pn",1,1
"šapāṭu[inform-strictly]v",1,1
"pahhuzû[insolent]aj",1,1
"šaršarānu[rebel]n",1,1
"mar-amukani[leader-of-bit-amukani]en",1,1
"masennu[(an-administrator)]n",1,1
"imma[1]pn",1,1
"pahharu[(potter;-a-family-name)]pn",1,1
"nabu-ahhe-bulli",1,1
"ṭ[1]pn",1,1
"takiltu[purple-(wool)]n",1,1
"kalūmu[lamb]n",1,1
"binûtu[creation]n",1,1
"mar-babili[a-citizen-of-babylon]en",1,1
"šūhuzu[instructed]aj",1,1
"ṭabih-kari[(a-family-name)]pn",1,1
"taškintu[allegation]n",2,1
"bīt-rēdûti[succession-palace]n",1,1
"bel-aplu-iddin[1]pn",1,1
"buttu[staying-overnight]aj",1,1
"zanaki[1]gn",1,1
"raṣappaya[raṣappean]en",1,1
"zanakitu[a-woman-from-zanaki]en",1,1
"zanakiuwa[zanakian]en",1,1
"naplu[demolished]aj",1,1
"awīltu[woman]n",1,1
"rāšû[creditor]n",1,1
"zakûtu[cleansing]n",1,1
"zerutu[1]pn",1,1
"kullu[holding]aj",1,1
"pānītu[earlier-(time)]n",1,1
"kalliu[express-messenger]n",1,1
"ina-ṣil-bel[1]pn",1,1
"hašdaya[1]pn",1,1
"tiranu[1]pn",1,1
"ammānu[(meaning-uncertain)]n",1,1
"riqû[(meaning-uncertain)]n",2,1
"daniya[1]pn",1,1
"šamaškillu[(a-type-of-onion)]n",1,1
"šadê[(a-plant)]n",1,1
"apû[be(come)-visible]v",1,1
"datūtu[(meaning-unknown)]n",1,1
"hamuraya[1]en",1,1
"aššur-balassu-iqbi[1]pn",1,1
"gumatu[(meaning-unknown)]n",1,1
"dišpu[honey]n",1,1
"annāya[(meaning-uncertain)]n",1,1
"nipšu[breathing]n",1,1
"rapāʾu[(meaning-unknown)]v",1,1
"qūltu[silence]n",1,1
"emuq-bel-išpura[1]pn",1,1
"mākālu[meal]n",1,1
"šipṣu[obstinacy]n",1,1
"lamutānu[slave(s)]n",1,1
"tarbaṣu[animal-stall]n",1,1
"ullânu[there]av",1,1
"tupšikku[brick-carrying-frame]n",2,1
"ayyakku[(a-type-of-sanctuary)]n",1,1
"agāgu[be(come)-furious]v",1,1
"kiṣṣu[shrine]n",1,1
"nanaya-uṣalli[1]pn",3,1
"nuriya[1]pn",1,1
"šakkanakku[(military)-governor]n",1,1
"hummuru[1]pn",1,1
"azmarû[lance]n",1,1
"bibbu[(a-kind-of-wild-sheep)]n",1,1
"mahīru[exchange-rate]n",1,1
"napāšu[breathe]v",1,1
"nisaba[grain-(goddess)]n",1,1
"ayyaru[iyyar]mn",1,1
"lītu[cow]n",1,1
"râmu[love]n",1,1
"patāqu[shape]v",1,1
"adriš[dimly]av",1,1
"katātu[quiver]v",1,1
"kepû[curved]aj",1,1
"eddu[pointed]aj",1,1
"zibanitu[libra]cn",1,1
"šagāšu[kill]v",1,1
"zabidu[1]pn",1,1
"nēpešu[activity]n",1,1
"atru[huge]aj",1,1
"sapannu[flatland]n",1,1
"natnu[1]pn",2,1
"nūptu[(supplementary)-gift]n",1,1
"ahu-ṭab[1]pn",1,1
"halule[1]gn",1,1
"reʾmu[friend]n",1,1
"itaʾ-il[1]pn",1,1
"bun-šadadu[1]pn",1,1
"aya-kabar[1]pn",1,1
"masʾaya[1]en",1,1
"yataʾ-ilu[1]pn",1,1
"šapazzu[1]gn",1,1
"radpi[quickly]av",1,1
"kitrušu[1]pn",1,1
"sādu[(a-gold-alloy)]n",1,1
"ammini-ilu[1]pn",1,1
"tema[1]gn",1,1
"hattaššu[(a-profession)]n",1,1
"baʾû[(meaning-uncertain)]v",1,1
"upia[opis]gn",1,1
"nukkusu[cut-(in-pieces)]aj",1,1
"iṭṭû[bitumen]n",1,1
"elamitu[elamite-woman]en",1,1
"tabalitu[woman-from-tabal]en",1,1
"ahlamitu[ahlamite-woman]en",1,1
"dimkurkurra[(a-name-of-babylon)]gn",1,1
"pūru[(stone)-bowl]n",1,1
"gahal[1]pn",1,1
"šaddinnu[1]pn",1,1
"uhhuzu[plated-with]aj",1,1
"āṣû[going-out]n",1,1
"eʾēlu[bind-(on)]v",1,1
"ṣehertu[young-girl]n",1,1
"ibna[1]pn",1,1
"damqu[1]pn",1,1
"kiribtu[1]pn",1,1
"adad-šumu-ereš[1]pn",1,1
"kabtiya[1]pn",1,1
"aššur-raʾim-šarri[1]pn",1,1
"nabu-zeru-ukin[1]pn",1,1
"sulû[street]n",1,1
"edēlu[shut]v",1,1
"izqātu[fetters]n",1,1
"abi-yaqi[1]pn",1,1
"gurumaya[1]en",1,1
"gurumu[1]gn",1,1
"balālu[mix-(up)]v",1,1
"mašṭaru[inscription]n",1,1
"šamšānu[sun-disc]n",1,1
"hummuru[crippled]n",1,1
"arrabu[1]pn",1,1
"ummānu[army]n",1,1
"pašhu[resting]aj",1,1
"qāt-ṣibitti[stolen-goods]n",1,1
"ezzetu[fury]n",1,1
"naplāsu[look]n",1,1
"mukinnūtu[testimony]n",1,1
"baṣīhu[inhabitant-of-the-marshes]n",1,1
"saʾidu[(meaning-uncertain)]n",1,1
"nâlu[lie-down]v",1,1
"rēdû[soldier]n",1,1
"maradiya[from-marad]en",1,1
"tikku[neck]n",1,1
"handiya[1]pn",1,1
"kalû[held-back]aj",1,1
"bit-yari[1]gn",1,1
"tayābu[(meaning-unknown)]n",1,1
"dume-il[1]gn",1,1
"šadirtu[1]gn",1,1
"sādu[meadow]n",1,1
"binna[give!]v",2,1
"rahiqu[1]gn",1,1
"šiddu[unit]n",1,1
"rebītu[square]n",1,1
"šarragitu[1]gn",1,1
"atâ[why?]qp",1,1
"šimūtu[hearing]n",1,1
"šelû[neglectful]aj",1,1
"ṣayyattu[(meaning-unknown)]n",1,1
"salīmu[peace]n",1,1
"ninurta-ahu-iddina[1]pn",1,1
"šebû[be(come)-full-(of)]v",1,1
"tenēštu[people]n",1,1
"bārtu[revolt]n",1,1
"udê[tools]n",2,1
"šaššantu[small-sun-disc]n",1,1
"unzarhu[(a-class-of-person)]n",1,1
"nuʾʾû[push]v",1,1
"ekēmu[take-away]v",1,1
"tardennu[second(ary)]aj",1,1
"ham[1]en",1,1
"perku[crime]n",1,1
"šarāhu[take-pride-in]v",1,1
"šaphu[sprinkled]aj",1,1
"šillatu[impudence]n",1,1
"kupartu[expiation]n",1,1
"zīru[hate]n",1,1
"malāku[advice]v",1,1
"badiʾ-il[1]pn",1,1
"niʾu[1]gn",1,1
"arantu[orontes]wn",1,1
"kihudaksi[1]gn",1,1
"mišaru-naṣir[1]pn",1,1
"adāru[be(come)-afraid-of]v",2,1
"gudūdu[battle-troop]n",1,1
"tummal[1]gn",1,1
"šulummû[good-condition]n",1,1
"madaya[1]pn",1,1
"nabu-bel-ahhešu[1]pn",1,1
"šaṣbutu[provided]aj",1,1
"gargamesaya[from-carchemish]en",1,1
"marqasaya[from-marqasa]en",1,1
"samʾalaya[from-sam]from-sam",1,1
"al",1,1
"hašālu[crush]v",1,1
"sin-šabši[1]gn",1,1
"mīru[bought]aj",1,1
"riāšu[rejoice]v",1,1
"aššur-nirka-uṣur[1]pn",1,1
"rahṣu[flooded]aj",1,1
"bit-eriya[1]gn",1,1
"nabu-reši[1]pn",1,1
"nabe-rumu[1]pn",1,1
"nabu-šarhi-ilani[1]pn",1,1
"kannušu[gathered-in]aj",1,1
"šipātu[wool]n",1,1
"kurangu[rice]n",1,1
"arsazaya[1]en",2,1
"v.am₃[ammatu]unit-of-length",1,1
"hablu[wronged-(person)]aj",1,1
"turmuna[1]gn",1,1
"rāšû[rich]aj",1,1
"labnana[lebanon]gn",3,1
"makāsu[levy-customs]v",1,1
"ullāman[otherwise]av",1,1
"kašpunaya[1]en",1,1
"šiʾanaya[1]en",1,1
"yasubaya[1]en",1,1
"kašpuna[1]gn",2,1
"immiu[1]gn",1,1
"hi-rumu[hiram]pn",2,1
"ēqu[a-cult-object]n",2,1
"hanqu[strangled]aj",1,1
"immiha[1]gn",1,1
"danabaya[1]en",1,1
"danapaya[1]en",1,1
"gir-baʾal[1]pn",1,1
"qurdi-ili-lamur[1]pn",1,1
"iaunaya[ionian]en",1,1
"samsimuruna[1]gn",1,1
"hariṣu[1]gn",1,1
"iauna[ionia]gn",1,1
"danabu[1]gn",1,1
"šehṭu[jump]n",1,1
"yauna[1]gn",1,1
"reš-ṣurri[1]gn",1,1
"qadarua[1]gn",1,1
"lidu[1]gn",1,1
"dabinaya[dibonite]en",1,1
"ezazu[1]pn",1,1
"qidiraya[qedarite]en",1,1
"maʾab[moab]gn",1,1
"hulbuna[helbon]gn",2,1
"babe-šumki[1]pn",1,1
"waru[1]pn",1,1
"bel-ibni[4]pn",1,1
"attar-šumki[1]pn",1,1
"matiʾ-il[1]pn",1,1
"gilgime[1]gn",1,1
"kunane[1]gn",1,1
"pargānu[meadow]n",1,1
"ilanasa[1]gn",1,1
"urmu[1]gn",1,1
"šalāpu[pull-out]v",1,1
"rable[riblah]gn",4,1
"liptu[touch]n",1,1
"nergal-belu-udaʾʾan[1]pn",1,1
"tadānu[given]v",1,1
"nusāhu[(grain-tax)]n",1,1
"baqar[1]gn",1,1
"qarnina[1]gn",1,1
"muhhu[skull]nn",1,1
"taku[1]gn",1,1
"lulubani[1]gn",1,1
"mila[1]gn",1,1
"pirriya[1]gn",2,1
"ayyalu[stag]n",1,1
"hašdat[1]pn",1,1
"parku[transverse]aj",1,1
"bur-il[1]pn",1,1
"bar-uri[1]gn",1,1
"ūmāya[each-day]av",1,1
"mâru[buy-corn]v",2,1
"pursītu[(offering)-bowl]n",2,1
"padakku[grain-silo]n",1,1
"urīṣu[male-goat]n",1,1
"qerbetu[meadowland]n",3,1
"uppuqu[solid]aj",2,1
"aššur-šittu-uṣur[1]pn",1,1
"erimtu[cover(ing)]n",1,1
"aplaya[5]pn",1,1
"bel-bunaya[1]pn",1,1
"kaṣpu[estimated]aj",1,1
"ṣimdu[binding]n",1,1
"darāsu[trample]v",1,1
"ipinnutu[carriage]n",1,1
"kar-salmanu-ašared[1]gn",1,1
"tutammu[1]gn",1,1
"puqudaya[1]en",1,1
"dur-ayumma[1]gn",1,1
"nāṭu[(a-religious-ritual)]n",1,1
"šebru[broken]aj",1,1
"qīru[bitumen]n",2,1
"māhiru[stockade]n",1,1
"sikkūru[bar]n",1,1
"bīʾu[opening]n",1,1
"kisallu[forecourt]n",1,1
"kapru[smeared]aj",1,1
"darīku[(a-container)]n",1,1
"napṭartu[desertion]n",1,1
"ṣullulu[roofed]aj",1,1
"kapāru[smear]v",1,1
"šugurru[(a-mat)]n",1,1
"hamartu[meaning-unknown]n",1,1
"ullubaya[1]en",1,1
"dayālu[scout]n",1,1
"hunaba[1]gn",2,1
"tunaya[1]en",1,1
"meṣi[1]gn",2,1
"atlur[1]gn",1,1
"gerû[be-hostile-to]v",1,1
"sarun[1]gn",1,1
"etiniaya[1]en",2,1
"šalšūtī-[for-the-third-time]av",1,1
"šininahaya[1]en",1,1
"harbānāti[ruins]n",1,1
"parni-alde[1]pn",4,1
"yadaʾ-la-nibi[1]pn",1,1
"ṣira[1]pn",1,1
"ša-šarri[king]king",1,1
"s-people",1,1
"karābu[pray-to]v",1,1
"darû[last-(for-ever)]v",1,1
"adad-kaʾʾin-aplu[1]pn",1,1
"amel-illil[1]pn",1,1
"dur-ammi-iababa[1]gn",2,1
"aplaya[4]pn",1,1
"malilataya[1]en",1,1
"durāʾu[arm]n",2,1
"mathu[elevated]aj",1,1
"matimeni[ever]av",1,1
"eqlu[land]n",1,1
"radanu[1]wn",1,1
"ṣahtu[desired]aj",1,1
"kisasi[1]gn",1,1
"tayyartu[return]n",1,1
"qinû[envy]n",1,1
"erimziqu[1]gn",1,1
"apinunu[1]gn",1,1
"puršumu[old-man]n",1,1
"erimziqaya[1]en",1,1
"bir-bariaš[1]pn",1,1
"apinunaya[1]en",1,1
"nārtu[ditch]n",1,1
"wargi[1]pn",1,1
"kullania[1]gn",1,1
"šanûte[deputyship]n",2,1
"zasinnu[1]pn",1,1
"kunāšunu[to-you-(pl.)]ip",1,1
"litamaya[1]en",1,1
"tawwertu[meadow]n",2,1
"amudanu[1]pn",2,1
"parak-mari[1]gn",2,1
"zer-abi[1]pn",1,1
"garaba[1]pn",1,1
"gabbu-šamaš[1]pn",1,1
"batūlu[young-man]n",1,1
"ēdû[prominent]aj",1,1
"hasuatti[1]gn",2,1
"bet-ilaya[bethelite]en",1,1
"nabu-ušebši[1]pn",1,1
"masʾaya[mas]mas",1,1
"suru[1]gn",1,1
"kalû[hold-back]v",1,1
"asallu[(a-copper-vessel)]n",1,1
"šarqu[stolen]aj",1,1
"āli[city]n",1,1
"sihirtu[entirety]n",1,1
"gurali[1]pn",1,1
"adasi[1]pn",1,1
"ištēnû[single]aj",1,1
"kuššudu[chased-(off)]aj",1,1
"pištu[abuse]n",1,1
"neqelpû[float]v",1,1
"gambulaya[1]en",1,1
"ša-turmiš[1]gn",1,1
"ša-turmišaya[1]en",1,1
"marduk-emuranni[1]pn",1,1
"bani-ani[1]pn",1,1
"sēhû[dissenter]n",1,1
"digirina[1]gn",1,1
"riṣiptu[construction]n",3,1
"yasubayu[1]pn",3,1
"buharru[1]gn",1,1
"gišimmaru[date-palm]n",1,1
"armitu[aramean-woman]en",1,1
"dur-tinuta[1]gn",1,1
"hamete[1]gn",1,1
"gaʾamanu[1]pn",1,1
"patibiri[1]gn",1,1
"qarradi[1]gn",1,1
"hamû[paralyse]v",1,1
"ṣalliya[1]pn",1,1
"sulaya[2]pn",1,1
"šamšati[1]pn",1,1
"sulaya[3]pn",1,1
"šappu[bowl]n",1,1
"arāhu[hasten]v",1,1
"budana[1]pn",1,1
"iddin-ahi[1]gn",1,1
"ellāmu-[before]prp",1,1
"yaqiru[1]pn",1,1
"ēdiš[alone]aj",1,1
"arnu[guilt]n",1,1
"pesnu[concealed]aj",1,1
"dummuqu[1]pn",1,1
"hamapi[1]pn",1,1
"ṣarāmu[strive]v",1,1
"iqipi[1]pn",1,1
"mušēqiru[one-who-raises-high]n",1,1
"data[1]pn",1,1
"miṭītu[decrease]aj",1,1
"raqādu[dance]v",1,1
"gaga[1]pn",1,1
"duluhtu[concern]n",1,1
"šulluma[1]pn",1,1
"terdītu[addition]n",1,1
"huṣṣutu[reed-hut]n",1,1
"la-qāt[from-the-hand]n",1,1
"habbātu[plunderer]n",1,1
"dilbataya[dilbatean]en",1,1
"sūnu[loin]n",1,1
"lu-gamil[1]pn",1,1
"bel-hutu[1]pn",1,1
"marduk-šallimanni[1]pn",2,1
"yansiatu[1]pn",1,1
"pî-itarru[1]pn",1,1
"meta[midas]pn",2,1
"aplaya[9]pn",1,1
"kubburu[very-thick]aj",2,1
"māda[many]aj",1,1
"katammu[lid]n",1,1
"hurratu[hole]n",1,1
